State,District,Soil Type,Crop Type,Best Time of Harvest,Crop_Yield_ton,Temperature_C,Rainfall_mm,Suitable Fertilizer,Suitable Pesticide,Irrigation Method,Next Crop
Madhya Pradesh,Jabalpur,Alluvial,Sugarcane,September-October,5.9098,37.8,628.6,Super Phosphate,Chlorantraniliprole,Furrow Irrigation,Pulses
Punjab,Amritsar,Loamy,Cotton,August-September,5.9098,15.3,647.1,Potash,Imidacloprid,Furrow Irrigation,Pulses
Gujarat,Surat,Laterite,Jowar,March-April,5.9098,16.8,777.9,Zinc Sulfate,Dimethoate,Traditional Method,Mixed Vegetables
Uttar Pradesh,Kanpur,Alluvial,Coffee,August-September,5.9098,22.1,530.1,Calcium Nitrate,Copper Oxychloride,Drip Irrigation,Maize
Uttar Pradesh,Lucknow,Sandy,Tea,March-April,5.9098,14.6,588.3,Organic Compost,Thiamethoxam,Drip Irrigation,Bajra
Maharashtra,Mumbai,Sandy,Jowar,August-September,5.9098,37.5,603.6,Zinc Sulfate,Dimethoate,Traditional Method,Bajra
West Bengal,Howrah,Laterite,Pulses,October-November,5.9098,36.5,1077.2,Bio-fertilizer,Mancozeb,Traditional Method,Mixed Vegetables
Madhya Pradesh,Jabalpur,Red,Tea,September-October,5.9098,12.8,822.5,Organic Compost,Thiamethoxam,Drip Irrigation,Pulses
Madhya Pradesh,Indore,Red,Wheat,October-November,5.231,32.1,393.3,Urea,Chlorpyrifos,Sprinkler Irrigation,Pulses
Tamil Nadu,Chennai,Black,Tea,March-April,5.9098,29.3,1065.6,Organic Compost,Thiamethoxam,Drip Irrigation,Wheat
Gujarat,Ahmedabad,Sandy,Jowar,December-January,5.9098,32.5,317.7,Zinc Sulfate,Dimethoate,Traditional Method,Bajra
Gujarat,Ahmedabad,Alluvial,Wheat,September-October,5.231,12.9,425.1,Urea,Chlorpyrifos,Sprinkler Irrigation,Rice
Uttar Pradesh,Varanasi,Alluvial,Tea,September-October,5.9098,23.6,598.5,Organic Compost,Thiamethoxam,Drip Irrigation,Maize
Rajasthan,Jaipur,Red,Rice,December-January,6.6054,40.2,299.9,DAP,Carbendazim,Terrace Farming,Pulses
Karnataka,Mysore,Laterite,Sugarcane,March-April,5.9098,17.9,1302.7,Super Phosphate,Chlorantraniliprole,Furrow Irrigation,Mixed Vegetables
West Bengal,Siliguri,Loamy,Rice,September-October,6.6054,26.9,847.1,DAP,Carbendazim,Terrace Farming,Barley
Gujarat,Ahmedabad,Laterite,Jowar,August-September,5.9098,20.6,507.1,Zinc Sulfate,Dimethoate,Traditional Method,Mixed Vegetables
Karnataka,Bangalore,Alluvial,Sugarcane,December-January,5.9098,23.6,1563.3,Super Phosphate,Chlorantraniliprole,Furrow Irrigation,Pulses
Maharashtra,Pune,Black,Wheat,December-January,5.231,25.2,898.8,Urea,Chlorpyrifos,Sprinkler Irrigation,Wheat
Uttar Pradesh,Lucknow,Alluvial,Sugarcane,October-November,5.9098,20.6,760.6,Super Phosphate,Chlorantraniliprole,Furrow Irrigation,Pulses
Uttar Pradesh,Agra,Black,Coffee,August-September,5.9098,14.4,1073.3,Calcium Nitrate,Copper Oxychloride,Drip Irrigation,Wheat
Madhya Pradesh,Jabalpur,Sandy,Bajra,October-November,5.9098,36.1,665.1,Ammonium Sulfate,Lambda-cyhalothrin,Traditional Method,Bajra
Punjab,Amritsar,Loamy,Tea,August-September,5.9098,28.7,401.9,Organic Compost,Thiamethoxam,Drip Irrigation,Pulses
Rajasthan,Udaipur,Sandy,Tea,September-October,5.9098,26.7,459.7,Organic Compost,Thiamethoxam,Drip Irrigation,Bajra
Punjab,Patiala,Laterite,Jowar,September-October,5.9098,21.9,699.8,Zinc Sulfate,Dimethoate,Traditional Method,Mixed Vegetables
Uttar Pradesh,Agra,Loamy,Sugarcane,March-April,5.9098,26.7,432.9,Super Phosphate,Chlorantraniliprole,Furrow Irrigation,Pulses
Rajasthan,Jaipur,Sandy,Bajra,September-October,5.9098,16.4,350.5,Ammonium Sulfate,Lambda-cyhalothrin,Traditional Method,Bajra
Gujarat,Rajkot,Sandy,Tea,October-November,5.9098,40.4,771.2,Organic Compost,Thiamethoxam,Drip Irrigation,Bajra
Bihar,Patna,Alluvial,Pulses,October-November,5.9098,18.3,1041.8,Bio-fertilizer,Mancozeb,Traditional Method,Maize
Karnataka,Hubli,Black,Rice,March-April,6.6054,18.3,1483.3,DAP,Carbendazim,Terrace Farming,Wheat
Karnataka,Belgaum,Alluvial,Pulses,September-October,5.9098,33.4,1082.1,Bio-fertilizer,Mancozeb,Traditional Method,Maize
Rajasthan,Udaipur,Black,Tea,September-October,5.9098,14.7,294.8,Organic Compost,Thiamethoxam,Drip Irrigation,Wheat
Gujarat,Surat,Alluvial,Cotton,March-April,5.9098,26.3,224.0,Potash,Imidacloprid,Furrow Irrigation,Maize
Maharashtra,Mumbai,Black,Pulses,September-October,5.9098,21.4,922.8,Bio-fertilizer,Mancozeb,Traditional Method,Wheat
Rajasthan,Udaipur,Alluvial,Sugarcane,August-September,5.9098,42.4,104.1,Super Phosphate,Chlorantraniliprole,Furrow Irrigation,Pulses
Maharashtra,Nagpur,Loamy,Cotton,December-January,5.9098,26.3,744.1,Potash,Imidacloprid,Furrow Irrigation,Pulses
Rajasthan,Jodhpur,Loamy,Maize,August-September,5.9098,43.8,296.3,NPK,Cypermethrin,Sprinkler Irrigation,Pulses
Madhya Pradesh,Bhopal,Red,Bajra,August-September,5.9098,14.2,852.1,Ammonium Sulfate,Lambda-cyhalothrin,Traditional Method,Pulses
Tamil Nadu,Coimbatore,Alluvial,Maize,December-January,5.9098,35.3,919.9,NPK,Cypermethrin,Sprinkler Irrigation,Maize
Rajasthan,Kota,Red,Wheat,March-April,5.231,39.7,488.3,Urea,Chlorpyrifos,Sprinkler Irrigation,Pulses
Gujarat,Vadodara,Sandy,Maize,September-October,5.9098,23.7,655.5,NPK,Cypermethrin,Sprinkler Irrigation,Bajra
West Bengal,Howrah,Sandy,Pulses,March-April,5.9098,23.5,1917.5,Bio-fertilizer,Mancozeb,Traditional Method,Vegetables
Karnataka,Bangalore,Loamy,Rice,March-April,6.6054,21.2,846.4,DAP,Carbendazim,Terrace Farming,Barley
Bihar,Patna,Red,Bajra,September-October,5.9098,12.1,1083.6,Ammonium Sulfate,Lambda-cyhalothrin,Traditional Method,Pulses
Uttar Pradesh,Kanpur,Sandy,Rice,March-April,6.6054,16.9,481.5,DAP,Carbendazim,Terrace Farming,Bajra
Punjab,Jalandhar,Alluvial,Rice,October-November,6.6054,11.8,600.7,DAP,Carbendazim,Terrace Farming,Maize
West Bengal,Kolkata,Laterite,Pulses,September-October,5.9098,36.6,807.2,Bio-fertilizer,Mancozeb,Traditional Method,Mixed Vegetables
Gujarat,Surat,Sandy,Sugarcane,August-September,5.9098,17.2,298.2,Super Phosphate,Chlorantraniliprole,Furrow Irrigation,Bajra
Bihar,Muzaffarpur,Alluvial,Cotton,August-September,5.9098,23.2,1177.8,Potash,Imidacloprid,Furrow Irrigation,Maize
West Bengal,Darjeeling,Alluvial,Cotton,September-October,5.9098,33.6,1455.9,Potash,Imidacloprid,Furrow Irrigation,Maize
Maharashtra,Pune,Sandy,Bajra,September-October,5.9098,24.7,774.4,Ammonium Sulfate,Lambda-cyhalothrin,Traditional Method,Bajra
Gujarat,Surat,Sandy,Cotton,December-January,5.9098,19.5,425.7,Potash,Imidacloprid,Furrow Irrigation,Bajra
Madhya Pradesh,Indore,Black,Cotton,December-January,5.9098,23.8,516.6,Potash,Imidacloprid,Furrow Irrigation,Soybean
Bihar,Bhagalpur,Sandy,Cotton,August-September,5.9098,17.0,1227.3,Potash,Imidacloprid,Furrow Irrigation,Bajra
Karnataka,Bangalore,Alluvial,Pulses,December-January,5.9098,21.4,1542.4,Bio-fertilizer,Mancozeb,Traditional Method,Maize
Madhya Pradesh,Indore,Red,Tea,August-September,5.9098,19.5,374.2,Organic Compost,Thiamethoxam,Drip Irrigation,Pulses
Gujarat,Vadodara,Red,Maize,September-October,5.9098,33.9,356.3,NPK,Cypermethrin,Sprinkler Irrigation,Pulses
Uttar Pradesh,Kanpur,Red,Pulses,September-October,5.9098,28.0,1023.1,Bio-fertilizer,Mancozeb,Traditional Method,Pulses
Madhya Pradesh,Bhopal,Loamy,Cotton,October-November,5.9098,23.5,811.6,Potash,Imidacloprid,Furrow Irrigation,Pulses
Maharashtra,Nagpur,Sandy,Pulses,March-April,5.9098,15.3,974.3,Bio-fertilizer,Mancozeb,Traditional Method,Vegetables
Rajasthan,Jodhpur,Laterite,Coffee,October-November,5.9098,28.8,119.8,Calcium Nitrate,Copper Oxychloride,Drip Irrigation,Mixed Vegetables
Punjab,Jalandhar,Loamy,Cotton,March-April,5.9098,15.2,481.9,Potash,Imidacloprid,Furrow Irrigation,Pulses
Madhya Pradesh,Indore,Black,Maize,September-October,5.9098,25.3,891.5,NPK,Cypermethrin,Sprinkler Irrigation,Wheat
Madhya Pradesh,Bhopal,Laterite,Pulses,October-November,5.9098,25.1,596.0,Bio-fertilizer,Mancozeb,Traditional Method,Mixed Vegetables
Punjab,Jalandhar,Sandy,Sugarcane,October-November,5.9098,30.0,590.8,Super Phosphate,Chlorantraniliprole,Furrow Irrigation,Bajra
Gujarat,Ahmedabad,Alluvial,Cotton,September-October,5.9098,34.8,525.4,Potash,Imidacloprid,Furrow Irrigation,Maize
West Bengal,Kolkata,Black,Maize,September-October,5.9098,19.8,1265.9,NPK,Cypermethrin,Sprinkler Irrigation,Wheat
Uttar Pradesh,Agra,Red,Jowar,August-September,5.9098,20.0,589.0,Zinc Sulfate,Dimethoate,Traditional Method,Pulses
Gujarat,Rajkot,Loamy,Rice,March-April,6.6054,12.6,728.1,DAP,Carbendazim,Terrace Farming,Barley
Maharashtra,Pune,Laterite,Tea,December-January,5.9098,25.3,557.0,Organic Compost,Thiamethoxam,Drip Irrigation,Mixed Vegetables
Gujarat,Surat,Loamy,Bajra,August-September,5.9098,31.0,572.1,Ammonium Sulfate,Lambda-cyhalothrin,Traditional Method,Pulses
Maharashtra,Nagpur,Black,Cotton,September-October,5.9098,35.3,560.5,Potash,Imidacloprid,Furrow Irrigation,Soybean
West Bengal,Howrah,Black,Cotton,March-April,5.9098,26.4,947.1,Potash,Imidacloprid,Furrow Irrigation,Soybean
Maharashtra,Nagpur,Sandy,Coffee,December-January,5.9098,29.1,608.1,Calcium Nitrate,Copper Oxychloride,Drip Irrigation,Bajra
Madhya Pradesh,Bhopal,Red,Wheat,December-January,5.231,37.6,749.6,Urea,Chlorpyrifos,Sprinkler Irrigation,Pulses
Bihar,Bhagalpur,Alluvial,Tea,August-September,5.9098,34.5,1056.5,Organic Compost,Thiamethoxam,Drip Irrigation,Maize
Maharashtra,Nagpur,Red,Tea,March-April,5.9098,24.7,1042.5,Organic Compost,Thiamethoxam,Drip Irrigation,Pulses
Rajasthan,Jodhpur,Loamy,Bajra,March-April,5.9098,5.1,450.0,Ammonium Sulfate,Lambda-cyhalothrin,Traditional Method,Pulses
Rajasthan,Jaipur,Alluvial,Maize,October-November,5.9098,42.0,141.4,NPK,Cypermethrin,Sprinkler Irrigation,Maize
Maharashtra,Pune,Sandy,Coffee,March-April,5.9098,18.7,874.9,Calcium Nitrate,Copper Oxychloride,Drip Irrigation,Bajra
Gujarat,Ahmedabad,Laterite,Sugarcane,December-January,5.9098,21.7,229.3,Super Phosphate,Chlorantraniliprole,Furrow Irrigation,Mixed Vegetables
Uttar Pradesh,Lucknow,Alluvial,Cotton,August-September,5.9098,19.5,653.4,Potash,Imidacloprid,Furrow Irrigation,Maize
Uttar Pradesh,Lucknow,Black,Pulses,March-April,5.9098,12.9,548.1,Bio-fertilizer,Mancozeb,Traditional Method,Wheat
Rajasthan,Udaipur,Sandy,Jowar,October-November,5.9098,38.1,170.2,Zinc Sulfate,Dimethoate,Traditional Method,Bajra
West Bengal,Howrah,Loamy,Rice,October-November,6.6054,26.3,1457.1,DAP,Carbendazim,Terrace Farming,Barley
Madhya Pradesh,Jabalpur,Loamy,Rice,September-October,6.6054,33.6,383.0,DAP,Carbendazim,Terrace Farming,Barley
Bihar,Gaya,Loamy,Rice,August-September,6.6054,25.8,1194.8,DAP,Carbendazim,Terrace Farming,Barley
Uttar Pradesh,Lucknow,Red,Rice,March-April,6.6054,26.2,916.3,DAP,Carbendazim,Terrace Farming,Pulses
Rajasthan,Jodhpur,Black,Pulses,August-September,5.9098,36.5,131.2,Bio-fertilizer,Mancozeb,Traditional Method,Wheat
Karnataka,Hubli,Red,Tea,December-January,5.9098,34.1,1519.8,Organic Compost,Thiamethoxam,Drip Irrigation,Pulses
Madhya Pradesh,Bhopal,Red,Wheat,September-October,5.231,23.6,553.8,Urea,Chlorpyrifos,Sprinkler Irrigation,Pulses
Madhya Pradesh,Bhopal,Loamy,Cotton,September-October,5.9098,35.5,340.8,Potash,Imidacloprid,Furrow Irrigation,Pulses
Maharashtra,Nashik,Sandy,Bajra,August-September,5.9098,15.5,788.9,Ammonium Sulfate,Lambda-cyhalothrin,Traditional Method,Bajra
Rajasthan,Kota,Black,Jowar,December-January,5.9098,10.2,314.9,Zinc Sulfate,Dimethoate,Traditional Method,Wheat
Bihar,Patna,Sandy,Tea,March-April,5.9098,36.3,1048.3,Organic Compost,Thiamethoxam,Drip Irrigation,Bajra
Gujarat,Rajkot,Black,Bajra,March-April,5.9098,43.1,503.0,Ammonium Sulfate,Lambda-cyhalothrin,Traditional Method,Groundnut
Rajasthan,Kota,Red,Coffee,March-April,5.9098,35.7,149.9,Calcium Nitrate,Copper Oxychloride,Drip Irrigation,Cotton
Karnataka,Hubli,Laterite,Sugarcane,September-October,5.9098,20.7,754.4,Super Phosphate,Chlorantraniliprole,Furrow Irrigation,Mixed Vegetables
Karnataka,Hubli,Black,Bajra,September-October,5.9098,27.0,1377.7,Ammonium Sulfate,Lambda-cyhalothrin,Traditional Method,Groundnut
West Bengal,Howrah,Loamy,Wheat,September-October,5.231,29.3,1583.1,Urea,Chlorpyrifos,Sprinkler Irrigation,Maize
Uttar Pradesh,Agra,Black,Tea,October-November,5.9098,25.6,563.4,Organic Compost,Thiamethoxam,Drip Irrigation,Wheat
Karnataka,Mysore,Laterite,Cotton,December-January,5.9098,21.1,904.5,Potash,Imidacloprid,Furrow Irrigation,Mixed Vegetables
Punjab,Amritsar,Sandy,Wheat,September-October,5.231,24.6,530.8,Urea,Chlorpyrifos,Sprinkler Irrigation,Bajra
Tamil Nadu,Trichy,Sandy,Sugarcane,October-November,5.9098,26.5,1475.5,Super Phosphate,Chlorantraniliprole,Furrow Irrigation,Bajra
Rajasthan,Jodhpur,Laterite,Sugarcane,December-January,5.9098,5.1,230.6,Super Phosphate,Chlorantraniliprole,Furrow Irrigation,Mixed Vegetables
West Bengal,Kolkata,Laterite,Tea,October-November,5.9098,23.6,1132.3,Organic Compost,Thiamethoxam,Drip Irrigation,Mixed Vegetables
Uttar Pradesh,Lucknow,Sandy,Wheat,March-April,5.231,28.5,999.5,Urea,Chlorpyrifos,Sprinkler Irrigation,Bajra
Tamil Nadu,Coimbatore,Sandy,Sugarcane,December-January,5.9098,21.2,1134.5,Super Phosphate,Chlorantraniliprole,Furrow Irrigation,Bajra
West Bengal,Howrah,Sandy,Sugarcane,September-October,5.9098,36.8,1677.5,Super Phosphate,Chlorantraniliprole,Furrow Irrigation,Bajra
Bihar,Bhagalpur,Red,Sugarcane,August-September,5.9098,33.8,1234.3,Super Phosphate,Chlorantraniliprole,Furrow Irrigation,Pulses
Uttar Pradesh,Varanasi,Laterite,Jowar,October-November,5.9098,24.3,1090.1,Zinc Sulfate,Dimethoate,Traditional Method,Mixed Vegetables
Bihar,Gaya,Sandy,Coffee,March-April,5.9098,23.2,839.9,Calcium Nitrate,Copper Oxychloride,Drip Irrigation,Bajra
Maharashtra,Pune,Alluvial,Coffee,March-April,5.9098,18.8,903.2,Calcium Nitrate,Copper Oxychloride,Drip Irrigation,Maize
Maharashtra,Pune,Alluvial,Coffee,August-September,5.9098,37.9,660.8,Calcium Nitrate,Copper Oxychloride,Drip Irrigation,Maize
Madhya Pradesh,Indore,Alluvial,Wheat,March-April,5.231,28.8,799.6,Urea,Chlorpyrifos,Sprinkler Irrigation,Rice
Tamil Nadu,Madurai,Alluvial,Rice,March-April,6.6054,30.7,977.2,DAP,Carbendazim,Terrace Farming,Maize
Tamil Nadu,Chennai,Alluvial,Coffee,October-November,5.9098,20.4,1481.3,Calcium Nitrate,Copper Oxychloride,Drip Irrigation,Maize
Tamil Nadu,Coimbatore,Laterite,Bajra,October-November,5.9098,21.1,1078.6,Ammonium Sulfate,Lambda-cyhalothrin,Traditional Method,Mixed Vegetables
West Bengal,Darjeeling,Loamy,Bajra,October-November,5.9098,25.8,1140.4,Ammonium Sulfate,Lambda-cyhalothrin,Traditional Method,Pulses
Punjab,Ludhiana,Loamy,Maize,September-October,5.9098,22.1,553.7,NPK,Cypermethrin,Sprinkler Irrigation,Pulses
West Bengal,Darjeeling,Sandy,Jowar,October-November,5.9098,19.8,1201.3,Zinc Sulfate,Dimethoate,Traditional Method,Bajra
Karnataka,Hubli,Black,Maize,December-January,5.9098,17.6,865.8,NPK,Cypermethrin,Sprinkler Irrigation,Wheat
Uttar Pradesh,Varanasi,Sandy,Coffee,March-April,5.9098,19.2,768.4,Calcium Nitrate,Copper Oxychloride,Drip Irrigation,Bajra
Punjab,Patiala,Sandy,Pulses,August-September,5.9098,29.3,327.7,Bio-fertilizer,Mancozeb,Traditional Method,Vegetables
Rajasthan,Kota,Laterite,Pulses,March-April,5.9098,10.6,312.5,Bio-fertilizer,Mancozeb,Traditional Method,Mixed Vegetables
Karnataka,Mysore,Alluvial,Bajra,March-April,5.9098,18.0,661.7,Ammonium Sulfate,Lambda-cyhalothrin,Traditional Method,Maize
Maharashtra,Mumbai,Laterite,Coffee,March-April,5.9098,39.7,1153.3,Calcium Nitrate,Copper Oxychloride,Drip Irrigation,Mixed Vegetables
Madhya Pradesh,Gwalior,Loamy,Wheat,December-January,5.231,33.1,333.7,Urea,Chlorpyrifos,Sprinkler Irrigation,Maize
Punjab,Jalandhar,Loamy,Rice,August-September,6.6054,30.5,553.2,DAP,Carbendazim,Terrace Farming,Barley
Tamil Nadu,Coimbatore,Black,Cotton,October-November,5.9098,33.2,1494.4,Potash,Imidacloprid,Furrow Irrigation,Soybean
Karnataka,Mysore,Sandy,Cotton,September-October,5.9098,19.3,650.9,Potash,Imidacloprid,Furrow Irrigation,Bajra
Madhya Pradesh,Bhopal,Black,Jowar,March-April,5.9098,13.7,758.1,Zinc Sulfate,Dimethoate,Traditional Method,Wheat
Maharashtra,Pune,Black,Bajra,September-October,5.9098,15.0,1048.0,Ammonium Sulfate,Lambda-cyhalothrin,Traditional Method,Groundnut
West Bengal,Kolkata,Black,Jowar,September-October,5.9098,20.4,1583.2,Zinc Sulfate,Dimethoate,Traditional Method,Wheat
Rajasthan,Udaipur,Laterite,Tea,September-October,5.9098,13.6,342.5,Organic Compost,Thiamethoxam,Drip Irrigation,Mixed Vegetables
Bihar,Gaya,Loamy,Cotton,March-April,5.9098,31.2,960.9,Potash,Imidacloprid,Furrow Irrigation,Pulses
Uttar Pradesh,Kanpur,Laterite,Sugarcane,October-November,5.9098,18.1,419.3,Super Phosphate,Chlorantraniliprole,Furrow Irrigation,Mixed Vegetables
Bihar,Bhagalpur,Loamy,Maize,October-November,5.9098,29.0,1070.2,NPK,Cypermethrin,Sprinkler Irrigation,Pulses
Uttar Pradesh,Varanasi,Sandy,Bajra,March-April,5.9098,14.9,505.9,Ammonium Sulfate,Lambda-cyhalothrin,Traditional Method,Bajra
Karnataka,Hubli,Red,Jowar,December-January,5.9098,20.4,1380.3,Zinc Sulfate,Dimethoate,Traditional Method,Pulses
Karnataka,Bangalore,Laterite,Wheat,December-January,5.231,20.1,1373.4,Urea,Chlorpyrifos,Sprinkler Irrigation,Mixed Vegetables
Uttar Pradesh,Lucknow,Alluvial,Coffee,December-January,5.9098,21.8,520.7,Calcium Nitrate,Copper Oxychloride,Drip Irrigation,Maize
Uttar Pradesh,Agra,Alluvial,Cotton,August-September,5.9098,35.2,831.8,Potash,Imidacloprid,Furrow Irrigation,Maize
Rajasthan,Jaipur,Loamy,Pulses,October-November,5.9098,33.0,449.1,Bio-fertilizer,Mancozeb,Traditional Method,Pulses
Uttar Pradesh,Kanpur,Red,Sugarcane,March-April,5.9098,11.3,1080.6,Super Phosphate,Chlorantraniliprole,Furrow Irrigation,Pulses
Uttar Pradesh,Lucknow,Red,Bajra,August-September,5.9098,17.2,647.6,Ammonium Sulfate,Lambda-cyhalothrin,Traditional Method,Pulses
Rajasthan,Udaipur,Black,Wheat,December-January,5.231,19.5,296.2,Urea,Chlorpyrifos,Sprinkler Irrigation,Wheat
Madhya Pradesh,Jabalpur,Loamy,Rice,December-January,6.6054,10.7,856.5,DAP,Carbendazim,Terrace Farming,Barley
Bihar,Gaya,Red,Coffee,October-November,5.9098,17.0,1014.0,Calcium Nitrate,Copper Oxychloride,Drip Irrigation,Cotton
Madhya Pradesh,Bhopal,Loamy,Wheat,October-November,5.231,18.6,405.4,Urea,Chlorpyrifos,Sprinkler Irrigation,Maize
Rajasthan,Kota,Alluvial,Cotton,October-November,5.9098,17.9,389.1,Potash,Imidacloprid,Furrow Irrigation,Maize
Karnataka,Hubli,Black,Maize,August-September,5.9098,35.0,1178.7,NPK,Cypermethrin,Sprinkler Irrigation,Wheat
West Bengal,Kolkata,Loamy,Maize,December-January,5.9098,28.7,1383.0,NPK,Cypermethrin,Sprinkler Irrigation,Pulses
Madhya Pradesh,Gwalior,Loamy,Cotton,October-November,5.9098,26.2,871.1,Potash,Imidacloprid,Furrow Irrigation,Pulses
Tamil Nadu,Madurai,Laterite,Pulses,September-October,5.9098,27.3,1060.7,Bio-fertilizer,Mancozeb,Traditional Method,Mixed Vegetables
Bihar,Patna,Sandy,Rice,December-January,6.6054,20.5,1275.7,DAP,Carbendazim,Terrace Farming,Bajra
Maharashtra,Nagpur,Alluvial,Pulses,October-November,5.9098,33.0,557.2,Bio-fertilizer,Mancozeb,Traditional Method,Maize
West Bengal,Siliguri,Loamy,Bajra,August-September,5.9098,34.1,1983.9,Ammonium Sulfate,Lambda-cyhalothrin,Traditional Method,Pulses
West Bengal,Howrah,Black,Tea,October-November,5.9098,32.4,1102.9,Organic Compost,Thiamethoxam,Drip Irrigation,Wheat
Punjab,Amritsar,Sandy,Jowar,March-April,5.9098,38.4,575.9,Zinc Sulfate,Dimethoate,Traditional Method,Bajra
Punjab,Jalandhar,Black,Rice,August-September,6.6054,30.3,373.5,DAP,Carbendazim,Terrace Farming,Wheat
Karnataka,Belgaum,Alluvial,Coffee,August-September,5.9098,22.5,651.8,Calcium Nitrate,Copper Oxychloride,Drip Irrigation,Maize
Maharashtra,Nagpur,Loamy,Tea,August-September,5.9098,34.4,1144.3,Organic Compost,Thiamethoxam,Drip Irrigation,Pulses
West Bengal,Darjeeling,Sandy,Pulses,September-October,5.9098,18.4,951.3,Bio-fertilizer,Mancozeb,Traditional Method,Vegetables
Rajasthan,Kota,Black,Tea,October-November,5.9098,28.2,133.1,Organic Compost,Thiamethoxam,Drip Irrigation,Wheat
Punjab,Ludhiana,Black,Coffee,August-September,5.9098,28.7,635.6,Calcium Nitrate,Copper Oxychloride,Drip Irrigation,Wheat
West Bengal,Siliguri,Loamy,Sugarcane,October-November,5.9098,35.9,963.8,Super Phosphate,Chlorantraniliprole,Furrow Irrigation,Pulses
West Bengal,Siliguri,Alluvial,Rice,September-October,6.6054,35.9,1906.0,DAP,Carbendazim,Terrace Farming,Maize
Maharashtra,Nashik,Sandy,Bajra,March-April,5.9098,33.8,890.4,Ammonium Sulfate,Lambda-cyhalothrin,Traditional Method,Bajra
West Bengal,Darjeeling,Red,Coffee,September-October,5.9098,33.3,1275.1,Calcium Nitrate,Copper Oxychloride,Drip Irrigation,Cotton
Rajasthan,Kota,Red,Wheat,September-October,5.231,29.5,291.0,Urea,Chlorpyrifos,Sprinkler Irrigation,Pulses
Gujarat,Rajkot,Black,Maize,March-April,5.9098,12.6,746.1,NPK,Cypermethrin,Sprinkler Irrigation,Wheat
Uttar Pradesh,Agra,Red,Coffee,December-January,5.9098,21.8,564.9,Calcium Nitrate,Copper Oxychloride,Drip Irrigation,Cotton
Bihar,Bhagalpur,Loamy,Pulses,October-November,5.9098,13.0,1079.3,Bio-fertilizer,Mancozeb,Traditional Method,Pulses
Bihar,Patna,Red,Wheat,October-November,5.231,28.3,1151.9,Urea,Chlorpyrifos,Sprinkler Irrigation,Pulses
Gujarat,Ahmedabad,Loamy,Jowar,December-January,5.9098,42.5,632.1,Zinc Sulfate,Dimethoate,Traditional Method,Pulses
West Bengal,Kolkata,Red,Tea,December-January,5.9098,18.9,1435.4,Organic Compost,Thiamethoxam,Drip Irrigation,Pulses
Karnataka,Hubli,Black,Jowar,October-November,5.9098,30.5,1418.1,Zinc Sulfate,Dimethoate,Traditional Method,Wheat
Karnataka,Bangalore,Laterite,Coffee,August-September,5.9098,29.8,778.4,Calcium Nitrate,Copper Oxychloride,Drip Irrigation,Mixed Vegetables
Gujarat,Rajkot,Sandy,Sugarcane,September-October,5.9098,20.7,643.6,Super Phosphate,Chlorantraniliprole,Furrow Irrigation,Bajra
Bihar,Bhagalpur,Sandy,Pulses,August-September,5.9098,33.9,1121.1,Bio-fertilizer,Mancozeb,Traditional Method,Vegetables
Rajasthan,Jaipur,Sandy,Maize,August-September,5.9098,15.5,149.7,NPK,Cypermethrin,Sprinkler Irrigation,Bajra
Gujarat,Surat,Laterite,Wheat,August-September,5.231,33.9,323.0,Urea,Chlorpyrifos,Sprinkler Irrigation,Mixed Vegetables
Punjab,Ludhiana,Black,Wheat,December-January,5.231,38.9,441.6,Urea,Chlorpyrifos,Sprinkler Irrigation,Wheat
Gujarat,Vadodara,Black,Pulses,October-November,5.9098,25.4,618.5,Bio-fertilizer,Mancozeb,Traditional Method,Wheat
