State,District,Soil Type,Crop,Land Area (acres),Temperature (°C),Rainfall (mm),Humidity (%),Wind Speed (km/h),Best Irrigation Time,Water Amount (Liters/hectare),Irrigation Method,Best Next Crop,Best Fertilizer,Alternative Fertilizer,Estimated Yield (kg/hectare),Ymax (kg/hectare),Ky,ETm (mm),ETa (mm)
Tamil Nadu,South,Saline,Rice,5.57,26.7,291.2,69.2,3.7,5:00 AM - 8:00 AM,7150.6,Sprinkler Irrigation,Barley,Compost,Green Manure,3897.4,10000.0,1.25,900.0,715.0600000000001
Madhya Pradesh,Central,Sandy,Tea,5.79,30.2,120.8,42.5,7.8,4:00 PM - 7:00 PM,4013.0,Surface Irrigation,Groundnut,Urea,Bone Meal,5940.1,4000.0,1.05,700.0,401.3
Madhya Pradesh,Central,Silt,Tea,1.4,37.6,208.6,65.1,6.1,5:00 AM - 8:00 AM,3623.9,Drip Irrigation,Groundnut,Compost,Neem Cake,2798.9,4000.0,1.05,700.0,362.39
Uttar Pradesh,North,Loamy,Tea,6.44,27.7,132.9,89.6,9.8,4:00 PM - 7:00 PM,1058.5,Sprinkler Irrigation,Rice,MOP,Bone Meal,6462.1,4000.0,1.05,700.0,105.85
Uttar Pradesh,North,Clay,Cotton,0.58,19.7,292.7,42.0,11.5,4:00 PM - 7:00 PM,3555.9,Sprinkler Irrigation,Sugarcane,Compost,Seaweed Extract,4971.0,5000.0,0.85,600.0,355.59000000000003
Tamil Nadu,South,Loamy,Maize,9.1,30.2,63.0,61.2,3.4,7:00 PM - 10:00 PM,7077.3,Sprinkler Irrigation,Pulses,DAP,Neem Cake,1031.8,12000.0,1.1,500.0,707.73
Haryana,North,Clay,Cotton,0.51,15.0,108.1,41.8,5.1,4:00 PM - 7:00 PM,5083.8,Sprinkler Irrigation,Wheat,Biofertilizer,Bone Meal,3444.8,5000.0,0.85,600.0,508.38
Karnataka,South,Loamy,Sugarcane,4.58,32.1,260.2,49.5,14.0,5:00 AM - 8:00 AM,9071.1,Drip Irrigation,Maize,Vermicompost,Cow Manure,7597.8,120000.0,1.3,1500.0,907.11
Madhya Pradesh,Central,Saline,Cotton,8.0,26.3,97.3,41.3,11.2,4:00 PM - 7:00 PM,1769.2,Drip Irrigation,Pulses,DAP,Neem Cake,2237.2,5000.0,0.85,600.0,176.92000000000002
Karnataka,South,Peaty,Groundnut,6.77,17.0,183.7,61.3,7.9,4:00 PM - 7:00 PM,5988.7,Surface Irrigation,Cotton,Urea,Neem Cake,3132.6,,,,598.87
Punjab,North,Clay,Tea,7.29,17.0,56.9,64.5,9.6,4:00 PM - 7:00 PM,3143.5,Surface Irrigation,Maize,Compost,Green Manure,2357.6,4000.0,1.05,700.0,314.35
Uttar Pradesh,North,Loamy,Sugarcane,6.78,20.7,140.6,73.4,14.5,5:00 AM - 8:00 AM,7569.0,Furrow Irrigation,Sugarcane,DAP,Neem Cake,6372.3,120000.0,1.3,1500.0,756.9
Uttar Pradesh,North,Sandy,Soybean,7.18,17.7,271.4,53.4,4.5,4:00 PM - 7:00 PM,3994.1,Sprinkler Irrigation,Barley,Urea,Cow Manure,2653.1,,,,399.40999999999997
Tamil Nadu,South,Loamy,Soybean,5.76,38.5,279.6,41.1,8.2,4:00 PM - 7:00 PM,1570.5,Sprinkler Irrigation,Soybean,MOP,Neem Cake,6762.0,,,,157.05
Tamil Nadu,South,Loamy,Barley,4.44,38.2,242.6,42.6,13.2,5:00 AM - 8:00 AM,9748.5,Surface Irrigation,Groundnut,DAP,Seaweed Extract,504.2,,,,974.85
Gujarat,West,Sandy,Pulses,3.88,31.6,260.0,58.6,2.3,7:00 PM - 10:00 PM,4116.1,Furrow Irrigation,Barley,Biofertilizer,Cow Manure,1275.1,3000.0,0.75,400.0,411.61
Punjab,North,Silt,Wheat,6.09,17.8,294.9,75.5,4.4,7:00 PM - 10:00 PM,3596.1,Surface Irrigation,Wheat,DAP,Neem Cake,6675.2,8000.0,1.15,450.0,359.61
Uttar Pradesh,North,Loamy,Wheat,1.72,26.2,237.9,58.3,10.4,4:00 PM - 7:00 PM,2120.7,Sprinkler Irrigation,Groundnut,Biofertilizer,Cow Manure,1969.4,8000.0,1.15,450.0,212.07
Uttar Pradesh,North,Saline,Rice,4.47,23.8,166.5,83.4,4.6,7:00 PM - 10:00 PM,9797.1,Surface Irrigation,Barley,Compost,Green Manure,3808.0,10000.0,1.25,900.0,979.71
Karnataka,South,Loamy,Sugarcane,6.54,38.1,287.7,64.5,4.4,4:00 PM - 7:00 PM,5722.7,Surface Irrigation,Rice,Biofertilizer,Green Manure,7715.5,120000.0,1.3,1500.0,572.27
Maharashtra,West,Peaty,Rice,8.37,23.1,110.6,70.6,6.1,7:00 PM - 10:00 PM,7348.1,Drip Irrigation,Rice,Compost,Green Manure,1170.1,10000.0,1.25,900.0,734.8100000000001
Maharashtra,West,Sandy,Cotton,4.99,20.8,250.5,70.8,13.9,7:00 PM - 10:00 PM,5215.8,Sprinkler Irrigation,Tea,DAP,Green Manure,809.1,5000.0,0.85,600.0,521.58
Rajasthan,West,Peaty,Barley,8.31,18.1,195.8,54.4,13.5,4:00 PM - 7:00 PM,1044.9,Surface Irrigation,Sugarcane,DAP,Neem Cake,6401.5,,,,104.49000000000001
Gujarat,West,Loamy,Sugarcane,1.74,29.3,161.7,56.4,2.0,7:00 PM - 10:00 PM,8073.5,Furrow Irrigation,Tea,Vermicompost,Green Manure,3915.6,120000.0,1.3,1500.0,807.35
Haryana,North,Saline,Maize,6.14,25.6,157.6,68.8,10.7,7:00 PM - 10:00 PM,3949.2,Surface Irrigation,Wheat,Vermicompost,Neem Cake,7441.3,12000.0,1.1,500.0,394.91999999999996
Karnataka,South,Silt,Maize,4.07,28.5,208.8,73.3,9.0,5:00 AM - 8:00 AM,6327.3,Sprinkler Irrigation,Sugarcane,DAP,Bone Meal,3311.4,12000.0,1.1,500.0,632.73
Punjab,North,Sandy,Tea,8.62,30.4,248.0,67.6,13.7,7:00 PM - 10:00 PM,1510.0,Drip Irrigation,Soybean,Vermicompost,Green Manure,5108.2,4000.0,1.05,700.0,151.0
Karnataka,South,Silt,Pulses,5.63,22.7,209.9,61.5,7.3,7:00 PM - 10:00 PM,5390.8,Sprinkler Irrigation,Cotton,Vermicompost,Green Manure,4013.2,3000.0,0.75,400.0,539.08
West Bengal,East,Clay,Sugarcane,4.8,16.8,252.9,45.4,8.6,7:00 PM - 10:00 PM,1489.4,Surface Irrigation,Wheat,Vermicompost,Seaweed Extract,5288.3,120000.0,1.3,1500.0,148.94
Uttar Pradesh,North,Loamy,Cotton,5.89,20.0,158.3,63.5,9.4,5:00 AM - 8:00 AM,6508.8,Surface Irrigation,Tea,MOP,Seaweed Extract,5986.5,5000.0,0.85,600.0,650.88
Karnataka,South,Sandy,Wheat,8.35,29.4,59.1,82.3,12.9,5:00 AM - 8:00 AM,1250.8,Furrow Irrigation,Barley,MOP,Bone Meal,7062.4,8000.0,1.15,450.0,125.08
Madhya Pradesh,Central,Saline,Barley,8.26,34.4,200.3,78.9,11.2,4:00 PM - 7:00 PM,5564.2,Surface Irrigation,Sugarcane,Biofertilizer,Seaweed Extract,1059.8,,,,556.42
Rajasthan,West,Saline,Tea,6.13,32.2,123.2,52.7,5.0,7:00 PM - 10:00 PM,8129.1,Sprinkler Irrigation,Barley,Vermicompost,Neem Cake,2544.4,4000.0,1.05,700.0,812.9100000000001
Uttar Pradesh,North,Sandy,Wheat,1.68,26.6,145.9,56.5,13.3,7:00 PM - 10:00 PM,8021.0,Furrow Irrigation,Cotton,Biofertilizer,Green Manure,6203.1,8000.0,1.15,450.0,802.1
Punjab,North,Silt,Barley,8.15,20.8,88.0,52.4,14.4,7:00 PM - 10:00 PM,5588.0,Furrow Irrigation,Maize,Vermicompost,Cow Manure,3752.8,,,,558.8
Haryana,North,Silt,Soybean,1.9,29.3,92.4,45.2,14.5,5:00 AM - 8:00 AM,1733.6,Furrow Irrigation,Soybean,DAP,Neem Cake,6821.2,,,,173.35999999999999
Uttar Pradesh,North,Peaty,Barley,2.16,15.0,110.6,78.9,10.5,4:00 PM - 7:00 PM,8037.7,Furrow Irrigation,Soybean,Urea,Green Manure,2306.7,,,,803.77
Uttar Pradesh,North,Sandy,Barley,6.85,20.5,69.0,51.1,9.7,5:00 AM - 8:00 AM,7042.6,Furrow Irrigation,Soybean,Urea,Seaweed Extract,583.4,,,,704.26
Haryana,North,Silt,Groundnut,6.91,24.9,298.9,65.5,7.8,5:00 AM - 8:00 AM,8702.6,Sprinkler Irrigation,Tea,Biofertilizer,Seaweed Extract,5011.6,,,,870.26
Madhya Pradesh,Central,Silt,Wheat,7.49,17.2,87.2,80.9,3.4,7:00 PM - 10:00 PM,4074.3,Surface Irrigation,Soybean,MOP,Green Manure,5074.7,8000.0,1.15,450.0,407.43
Rajasthan,West,Clay,Barley,6.64,19.8,87.6,61.7,6.3,5:00 AM - 8:00 AM,3200.3,Sprinkler Irrigation,Rice,Urea,Bone Meal,2384.3,,,,320.03000000000003
Tamil Nadu,South,Peaty,Barley,7.71,18.0,65.1,89.7,14.1,4:00 PM - 7:00 PM,7550.0,Sprinkler Irrigation,Soybean,Biofertilizer,Cow Manure,1492.0,,,,755.0
Maharashtra,West,Loamy,Barley,9.77,21.3,216.4,40.7,4.4,7:00 PM - 10:00 PM,7287.4,Furrow Irrigation,Groundnut,Compost,Neem Cake,4895.6,,,,728.74
Punjab,North,Loamy,Pulses,1.19,17.3,270.5,59.4,4.5,7:00 PM - 10:00 PM,1221.6,Sprinkler Irrigation,Maize,Vermicompost,Neem Cake,5010.3,3000.0,0.75,400.0,122.16
Punjab,North,Silt,Soybean,9.99,21.4,136.7,69.2,10.9,5:00 AM - 8:00 AM,5729.3,Furrow Irrigation,Barley,Biofertilizer,Green Manure,6807.9,,,,572.9300000000001
Haryana,North,Peaty,Wheat,3.41,23.6,260.7,85.4,12.1,7:00 PM - 10:00 PM,3731.1,Surface Irrigation,Soybean,MOP,Seaweed Extract,2195.4,8000.0,1.15,450.0,373.11
Uttar Pradesh,North,Peaty,Tea,1.11,30.3,59.8,85.1,6.6,7:00 PM - 10:00 PM,8062.8,Sprinkler Irrigation,Tea,MOP,Bone Meal,2862.4,4000.0,1.05,700.0,806.28
Karnataka,South,Silt,Barley,2.52,18.9,210.5,77.9,13.7,5:00 AM - 8:00 AM,5020.7,Drip Irrigation,Rice,Biofertilizer,Cow Manure,4762.8,,,,502.07
Uttar Pradesh,North,Peaty,Wheat,6.62,23.8,88.8,69.2,9.0,7:00 PM - 10:00 PM,1997.1,Surface Irrigation,Rice,DAP,Neem Cake,6591.6,8000.0,1.15,450.0,199.70999999999998
Uttar Pradesh,North,Peaty,Rice,5.1,19.0,124.7,84.1,4.8,5:00 AM - 8:00 AM,7236.6,Sprinkler Irrigation,Tea,MOP,Green Manure,843.6,10000.0,1.25,900.0,723.6600000000001
West Bengal,East,Silt,Soybean,1.92,35.5,259.4,54.2,5.9,5:00 AM - 8:00 AM,7740.8,Sprinkler Irrigation,Pulses,Urea,Green Manure,7119.2,,,,774.08
Maharashtra,West,Silt,Tea,8.1,36.4,294.3,82.7,4.1,7:00 PM - 10:00 PM,7813.2,Sprinkler Irrigation,Groundnut,Biofertilizer,Neem Cake,2265.5,4000.0,1.05,700.0,781.3199999999999
Karnataka,South,Silt,Sugarcane,3.02,32.3,60.6,83.6,7.2,5:00 AM - 8:00 AM,3207.0,Furrow Irrigation,Cotton,MOP,Bone Meal,1759.3,120000.0,1.3,1500.0,320.7
Gujarat,West,Sandy,Groundnut,5.32,19.4,72.7,89.5,11.7,7:00 PM - 10:00 PM,6778.7,Surface Irrigation,Rice,MOP,Green Manure,4875.2,,,,677.87
Karnataka,South,Loamy,Wheat,2.21,31.3,55.6,65.3,8.0,4:00 PM - 7:00 PM,6694.3,Drip Irrigation,Wheat,Biofertilizer,Bone Meal,6375.6,8000.0,1.15,450.0,669.4300000000001
Maharashtra,West,Silt,Soybean,6.45,22.6,215.3,76.2,7.5,5:00 AM - 8:00 AM,9152.0,Drip Irrigation,Tea,Biofertilizer,Neem Cake,2509.8,,,,915.2
Madhya Pradesh,Central,Sandy,Maize,5.33,15.5,273.2,58.4,12.8,5:00 AM - 8:00 AM,1124.0,Sprinkler Irrigation,Maize,Biofertilizer,Neem Cake,970.1,12000.0,1.1,500.0,112.4
Rajasthan,West,Sandy,Wheat,0.56,20.6,235.2,71.2,5.8,7:00 PM - 10:00 PM,9723.3,Drip Irrigation,Maize,MOP,Seaweed Extract,3112.6,8000.0,1.15,450.0,972.3299999999999
Madhya Pradesh,Central,Saline,Soybean,4.78,19.8,183.2,53.4,6.2,5:00 AM - 8:00 AM,6520.3,Sprinkler Irrigation,Maize,DAP,Bone Meal,7805.9,,,,652.03
Uttar Pradesh,North,Peaty,Soybean,4.59,26.0,55.9,41.2,2.7,4:00 PM - 7:00 PM,8565.4,Furrow Irrigation,Maize,Compost,Seaweed Extract,7807.4,,,,856.54
Uttar Pradesh,North,Sandy,Barley,0.91,26.4,90.5,67.7,10.0,5:00 AM - 8:00 AM,6674.0,Sprinkler Irrigation,Pulses,Compost,Cow Manure,6261.8,,,,667.4
Haryana,North,Sandy,Groundnut,2.47,22.6,167.1,87.3,14.4,7:00 PM - 10:00 PM,9746.8,Sprinkler Irrigation,Wheat,MOP,Neem Cake,1495.7,,,,974.68
Maharashtra,West,Clay,Barley,5.21,39.7,137.2,83.5,8.9,4:00 PM - 7:00 PM,7130.7,Surface Irrigation,Soybean,Biofertilizer,Green Manure,5296.6,,,,713.0699999999999
Haryana,North,Silt,Maize,1.69,29.1,109.0,81.6,9.2,5:00 AM - 8:00 AM,2036.3,Sprinkler Irrigation,Cotton,Vermicompost,Green Manure,6540.5,12000.0,1.1,500.0,203.63
Haryana,North,Saline,Pulses,2.74,36.8,197.2,78.5,4.5,5:00 AM - 8:00 AM,8599.7,Furrow Irrigation,Pulses,Biofertilizer,Bone Meal,1123.4,3000.0,0.75,400.0,859.97
Maharashtra,West,Saline,Wheat,1.19,37.5,62.5,54.7,7.5,7:00 PM - 10:00 PM,7156.6,Surface Irrigation,Barley,Compost,Bone Meal,2991.9,8000.0,1.15,450.0,715.6600000000001
Uttar Pradesh,North,Sandy,Barley,4.64,35.1,153.4,45.3,14.0,5:00 AM - 8:00 AM,8249.0,Sprinkler Irrigation,Maize,MOP,Cow Manure,5556.7,,,,824.9
Madhya Pradesh,Central,Clay,Groundnut,7.66,21.9,225.7,55.4,7.9,5:00 AM - 8:00 AM,9865.5,Drip Irrigation,Wheat,Urea,Seaweed Extract,2978.9,,,,986.55
Tamil Nadu,South,Loamy,Soybean,0.64,39.7,156.1,46.7,13.0,7:00 PM - 10:00 PM,7056.1,Sprinkler Irrigation,Cotton,Urea,Neem Cake,4833.3,,,,705.61
Haryana,North,Silt,Groundnut,3.75,15.4,62.2,59.3,7.2,4:00 PM - 7:00 PM,7294.0,Sprinkler Irrigation,Rice,Compost,Bone Meal,3185.3,,,,729.4
Punjab,North,Sandy,Rice,5.16,15.4,111.7,76.4,8.3,5:00 AM - 8:00 AM,9268.4,Surface Irrigation,Tea,MOP,Green Manure,6808.0,10000.0,1.25,900.0,926.8399999999999
Madhya Pradesh,Central,Saline,Maize,4.37,37.0,72.0,63.6,6.5,4:00 PM - 7:00 PM,9604.8,Furrow Irrigation,Maize,Compost,Neem Cake,866.3,12000.0,1.1,500.0,960.4799999999999
Uttar Pradesh,North,Saline,Wheat,2.92,22.2,180.4,60.6,8.3,5:00 AM - 8:00 AM,3964.2,Sprinkler Irrigation,Barley,MOP,Neem Cake,6425.9,8000.0,1.15,450.0,396.41999999999996
Madhya Pradesh,Central,Loamy,Groundnut,2.04,34.4,205.9,49.9,7.1,4:00 PM - 7:00 PM,7905.5,Sprinkler Irrigation,Sugarcane,Compost,Cow Manure,5912.6,,,,790.55
Maharashtra,West,Silt,Tea,7.7,32.4,196.5,88.0,14.6,5:00 AM - 8:00 AM,1456.9,Furrow Irrigation,Rice,Vermicompost,Seaweed Extract,1579.4,4000.0,1.05,700.0,145.69
Tamil Nadu,South,Loamy,Tea,2.91,27.5,66.8,65.1,6.5,7:00 PM - 10:00 PM,9697.9,Drip Irrigation,Wheat,Vermicompost,Green Manure,5671.6,4000.0,1.05,700.0,969.79
Rajasthan,West,Peaty,Barley,9.84,22.9,195.0,76.4,6.8,4:00 PM - 7:00 PM,4384.3,Sprinkler Irrigation,Sugarcane,MOP,Green Manure,2431.5,,,,438.43
Karnataka,South,Sandy,Barley,1.56,38.6,207.4,48.7,10.0,4:00 PM - 7:00 PM,4952.2,Drip Irrigation,Wheat,Vermicompost,Green Manure,3889.3,,,,495.21999999999997
Madhya Pradesh,Central,Clay,Soybean,6.46,35.1,177.1,41.4,3.9,5:00 AM - 8:00 AM,7937.4,Furrow Irrigation,Soybean,Vermicompost,Cow Manure,2370.8,,,,793.74
Haryana,North,Peaty,Soybean,3.49,25.7,70.5,68.4,5.9,4:00 PM - 7:00 PM,1933.1,Sprinkler Irrigation,Groundnut,Biofertilizer,Cow Manure,6513.1,,,,193.31
Punjab,North,Saline,Soybean,4.99,39.9,66.4,77.1,11.9,7:00 PM - 10:00 PM,3167.1,Sprinkler Irrigation,Groundnut,Vermicompost,Green Manure,7632.8,,,,316.71
Karnataka,South,Sandy,Soybean,2.39,32.2,299.6,63.1,14.9,4:00 PM - 7:00 PM,7472.8,Furrow Irrigation,Sugarcane,MOP,Green Manure,3296.8,,,,747.28
Karnataka,South,Silt,Cotton,4.23,24.1,254.5,54.4,5.7,5:00 AM - 8:00 AM,9610.7,Drip Irrigation,Soybean,Biofertilizer,Bone Meal,4056.6,5000.0,0.85,600.0,961.07
Haryana,North,Loamy,Wheat,9.04,16.1,104.3,54.5,5.7,4:00 PM - 7:00 PM,1188.3,Drip Irrigation,Groundnut,Biofertilizer,Neem Cake,1743.6,8000.0,1.15,450.0,118.83
Tamil Nadu,South,Clay,Cotton,4.27,16.0,85.5,50.4,8.2,7:00 PM - 10:00 PM,4129.4,Furrow Irrigation,Wheat,Vermicompost,Neem Cake,3118.9,5000.0,0.85,600.0,412.93999999999994
Rajasthan,West,Peaty,Tea,5.05,20.8,176.3,42.5,5.3,4:00 PM - 7:00 PM,1002.3,Drip Irrigation,Pulses,Urea,Green Manure,2468.6,4000.0,1.05,700.0,100.22999999999999
Karnataka,South,Silt,Groundnut,9.32,37.0,118.0,86.2,6.2,7:00 PM - 10:00 PM,3601.8,Surface Irrigation,Rice,Urea,Cow Manure,3895.4,,,,360.18
Uttar Pradesh,North,Loamy,Barley,7.87,19.7,136.9,68.1,12.3,5:00 AM - 8:00 AM,3496.5,Drip Irrigation,Rice,DAP,Bone Meal,4000.3,,,,349.65
Punjab,North,Silt,Cotton,5.47,34.2,282.2,46.2,14.3,4:00 PM - 7:00 PM,7609.5,Furrow Irrigation,Groundnut,Urea,Seaweed Extract,7147.3,5000.0,0.85,600.0,760.95
West Bengal,East,Peaty,Pulses,5.76,39.9,174.9,42.9,5.2,7:00 PM - 10:00 PM,5933.3,Sprinkler Irrigation,Maize,Urea,Neem Cake,3817.6,3000.0,0.75,400.0,593.33
Punjab,North,Silt,Soybean,7.07,27.2,102.8,47.9,8.0,5:00 AM - 8:00 AM,6318.5,Drip Irrigation,Wheat,MOP,Bone Meal,604.7,,,,631.85
Haryana,North,Silt,Wheat,3.83,38.4,202.2,77.3,7.4,7:00 PM - 10:00 PM,4921.2,Sprinkler Irrigation,Soybean,Biofertilizer,Seaweed Extract,3514.8,8000.0,1.15,450.0,492.12
Haryana,North,Sandy,Tea,6.47,28.4,287.3,42.4,3.6,4:00 PM - 7:00 PM,2602.7,Drip Irrigation,Soybean,Biofertilizer,Neem Cake,5593.1,4000.0,1.05,700.0,260.27
Madhya Pradesh,Central,Loamy,Groundnut,7.03,37.1,68.5,55.6,14.4,5:00 AM - 8:00 AM,2403.6,Drip Irrigation,Wheat,Biofertilizer,Cow Manure,1476.7,,,,240.35999999999999
Punjab,North,Loamy,Sugarcane,5.07,18.2,57.6,83.2,12.7,5:00 AM - 8:00 AM,5099.3,Furrow Irrigation,Soybean,Vermicompost,Cow Manure,7991.5,120000.0,1.3,1500.0,509.93
Haryana,North,Loamy,Tea,2.22,34.9,252.5,70.7,9.1,5:00 AM - 8:00 AM,3572.0,Drip Irrigation,Tea,MOP,Cow Manure,7684.2,4000.0,1.05,700.0,357.2
Uttar Pradesh,North,Peaty,Rice,7.31,20.1,216.6,53.3,8.4,4:00 PM - 7:00 PM,5018.5,Furrow Irrigation,Groundnut,Compost,Seaweed Extract,6775.5,10000.0,1.25,900.0,501.85
Karnataka,South,Sandy,Barley,3.83,26.6,195.1,41.8,7.2,7:00 PM - 10:00 PM,9039.1,Furrow Irrigation,Wheat,Urea,Neem Cake,7765.7,,,,903.9100000000001
Gujarat,West,Silt,Sugarcane,2.48,25.9,189.6,83.0,14.0,5:00 AM - 8:00 AM,2058.2,Surface Irrigation,Soybean,Urea,Green Manure,7591.5,120000.0,1.3,1500.0,205.82
Gujarat,West,Peaty,Pulses,5.41,25.8,295.4,81.0,4.2,4:00 PM - 7:00 PM,4869.0,Sprinkler Irrigation,Maize,Compost,Bone Meal,685.8,3000.0,0.75,400.0,486.9
Punjab,North,Silt,Cotton,3.8,38.0,180.1,66.7,10.0,4:00 PM - 7:00 PM,6331.7,Drip Irrigation,Cotton,Urea,Neem Cake,7872.9,5000.0,0.85,600.0,633.17
Gujarat,West,Sandy,Maize,4.99,16.0,232.7,65.5,6.6,7:00 PM - 10:00 PM,9236.5,Drip Irrigation,Pulses,DAP,Cow Manure,2890.8,12000.0,1.1,500.0,923.65
Maharashtra,West,Loamy,Maize,4.74,36.6,256.6,51.9,14.6,7:00 PM - 10:00 PM,4063.8,Surface Irrigation,Cotton,Biofertilizer,Neem Cake,2699.2,12000.0,1.1,500.0,406.38
Gujarat,West,Clay,Soybean,5.16,32.6,186.1,69.7,6.8,7:00 PM - 10:00 PM,7992.1,Drip Irrigation,Wheat,MOP,Bone Meal,4874.1,,,,799.21
Tamil Nadu,South,Sandy,Soybean,1.42,23.1,239.4,75.9,7.5,5:00 AM - 8:00 AM,5298.4,Surface Irrigation,Sugarcane,Biofertilizer,Bone Meal,3509.1,,,,529.8399999999999
Rajasthan,West,Loamy,Soybean,5.1,34.7,151.9,42.9,7.1,7:00 PM - 10:00 PM,1160.0,Sprinkler Irrigation,Soybean,MOP,Seaweed Extract,2416.0,,,,116.0
Punjab,North,Loamy,Rice,8.1,16.4,166.2,82.2,6.6,4:00 PM - 7:00 PM,3538.7,Sprinkler Irrigation,Pulses,Compost,Green Manure,4511.0,10000.0,1.25,900.0,353.87
Punjab,North,Loamy,Barley,7.94,22.8,80.0,44.6,14.2,5:00 AM - 8:00 AM,3286.3,Drip Irrigation,Rice,Vermicompost,Cow Manure,2428.8,,,,328.63
Maharashtra,West,Loamy,Tea,8.49,33.0,172.4,78.6,12.2,5:00 AM - 8:00 AM,9163.3,Drip Irrigation,Maize,Biofertilizer,Bone Meal,2429.5,4000.0,1.05,700.0,916.3299999999999
Maharashtra,West,Saline,Soybean,9.29,15.7,91.6,84.8,12.7,4:00 PM - 7:00 PM,1101.6,Surface Irrigation,Soybean,Biofertilizer,Bone Meal,1567.5,,,,110.16
Karnataka,South,Saline,Tea,1.62,27.1,108.8,54.5,14.6,7:00 PM - 10:00 PM,8650.5,Drip Irrigation,Soybean,MOP,Bone Meal,4523.1,4000.0,1.05,700.0,865.05
Tamil Nadu,South,Peaty,Maize,2.68,37.1,53.9,78.7,12.1,5:00 AM - 8:00 AM,8477.2,Surface Irrigation,Tea,Urea,Seaweed Extract,6443.6,12000.0,1.1,500.0,847.72
Punjab,North,Silt,Pulses,5.22,37.5,283.5,44.9,9.9,7:00 PM - 10:00 PM,3312.1,Furrow Irrigation,Tea,DAP,Bone Meal,5478.4,3000.0,0.75,400.0,331.21
Gujarat,West,Clay,Cotton,2.44,21.4,229.4,74.1,6.7,4:00 PM - 7:00 PM,4835.2,Sprinkler Irrigation,Pulses,Compost,Bone Meal,5351.9,5000.0,0.85,600.0,483.52
Uttar Pradesh,North,Silt,Wheat,8.31,37.6,75.5,54.1,3.4,7:00 PM - 10:00 PM,7835.6,Furrow Irrigation,Cotton,Biofertilizer,Neem Cake,1751.0,8000.0,1.15,450.0,783.5600000000001
Karnataka,South,Saline,Maize,3.25,23.1,207.7,81.6,9.5,5:00 AM - 8:00 AM,1348.6,Drip Irrigation,Rice,Vermicompost,Green Manure,3487.3,12000.0,1.1,500.0,134.85999999999999
Tamil Nadu,South,Loamy,Barley,7.94,18.5,104.9,73.5,6.6,5:00 AM - 8:00 AM,5242.8,Drip Irrigation,Pulses,Vermicompost,Bone Meal,5776.6,,,,524.28
Uttar Pradesh,North,Sandy,Groundnut,4.27,19.3,88.8,74.5,5.3,7:00 PM - 10:00 PM,6179.0,Furrow Irrigation,Soybean,Vermicompost,Cow Manure,6430.9,,,,617.9
Tamil Nadu,South,Loamy,Sugarcane,6.44,16.2,109.6,89.8,8.1,5:00 AM - 8:00 AM,3375.7,Sprinkler Irrigation,Wheat,Urea,Neem Cake,4261.8,120000.0,1.3,1500.0,337.57
Haryana,North,Loamy,Maize,7.75,27.7,251.0,88.5,11.6,5:00 AM - 8:00 AM,5354.7,Furrow Irrigation,Sugarcane,Vermicompost,Seaweed Extract,758.2,12000.0,1.1,500.0,535.47
West Bengal,East,Loamy,Cotton,5.95,39.3,162.8,69.9,10.1,7:00 PM - 10:00 PM,5265.9,Surface Irrigation,Barley,Urea,Cow Manure,1508.0,5000.0,0.85,600.0,526.5899999999999
West Bengal,East,Clay,Sugarcane,1.27,35.1,74.2,40.6,15.0,7:00 PM - 10:00 PM,2089.5,Furrow Irrigation,Soybean,Urea,Seaweed Extract,1033.7,120000.0,1.3,1500.0,208.95
Uttar Pradesh,North,Saline,Rice,6.68,27.2,276.2,61.0,6.0,5:00 AM - 8:00 AM,7087.9,Surface Irrigation,Pulses,Biofertilizer,Green Manure,1790.5,10000.0,1.25,900.0,708.79
Maharashtra,West,Peaty,Maize,4.16,36.6,167.6,48.4,11.4,5:00 AM - 8:00 AM,2317.2,Furrow Irrigation,Pulses,Compost,Cow Manure,2967.0,12000.0,1.1,500.0,231.71999999999997
Karnataka,South,Saline,Pulses,3.46,25.1,115.2,84.7,8.3,5:00 AM - 8:00 AM,1935.5,Surface Irrigation,Pulses,Vermicompost,Bone Meal,3611.3,3000.0,0.75,400.0,193.55
Uttar Pradesh,North,Saline,Maize,0.99,36.2,89.4,58.7,9.7,7:00 PM - 10:00 PM,1795.6,Sprinkler Irrigation,Sugarcane,DAP,Green Manure,747.2,12000.0,1.1,500.0,179.56
Madhya Pradesh,Central,Clay,Sugarcane,2.85,25.8,277.6,88.1,14.6,7:00 PM - 10:00 PM,2887.6,Drip Irrigation,Wheat,Biofertilizer,Neem Cake,7581.6,120000.0,1.3,1500.0,288.76
West Bengal,East,Peaty,Rice,6.17,29.1,184.9,64.9,12.7,7:00 PM - 10:00 PM,1888.6,Sprinkler Irrigation,Rice,DAP,Neem Cake,6412.1,10000.0,1.25,900.0,188.85999999999999
Punjab,North,Loamy,Groundnut,3.95,25.9,84.6,58.2,11.8,5:00 AM - 8:00 AM,7790.9,Furrow Irrigation,Tea,Vermicompost,Bone Meal,3605.4,,,,779.0899999999999
Rajasthan,West,Loamy,Groundnut,8.68,22.4,68.7,70.8,5.4,7:00 PM - 10:00 PM,4913.8,Surface Irrigation,Barley,Compost,Seaweed Extract,5425.7,,,,491.38
