State,District,Soil Type,Crop,Land Area (acres),Temperature (°C),Rainfall (mm),Humidity (%),Wind Speed (km/h),Best Irrigation Time,Water Amount (Liters/hectare),Irrigation Method,Best Next Crop,Best Fertilizer,Alternative Fertilizer,Estimated Yield (kg/hectare)
Punjab,Ahmedabad,Saline,Maize,0.59,23.9,89.6,85.7,14.6,Evening,2021.6,Surface Irrigation,Soybean,Vermicompost,Neem Cake,4452.1
West Bengal,Jaipur,Sandy,Barley,4.22,39.0,99.3,77.4,2.6,Morning,7632.6,Drip Irrigation,Groundnut,Biofertilizer,Cow Manure,796.2
Punjab,Pune,Peaty,Wheat,2.85,36.7,79.9,78.2,5.5,Night,9646.6,Sprinkler Irrigation,Wheat,DAP,Seaweed Extract,6639.0
Punjab,Bhopal,Loamy,Rice,2.29,37.0,213.8,83.0,12.0,Evening,4164.3,Surface Irrigation,Maize,Urea,Bone Meal,5839.4
Punjab,Kolkata,Clay,Soybean,2.94,31.9,267.0,48.6,6.3,Night,4997.1,Drip Irrigation,Sugarcane,Urea,Cow Manure,4401.5
Maharashtra,Chennai,Peaty,Soybean,6.01,29.4,178.1,44.0,10.9,Morning,3555.0,Surface Irrigation,Soybean,Vermicompost,Seaweed Extract,3481.4
West Bengal,Jaipur,Clay,Cotton,1.73,34.0,221.8,52.7,12.3,Morning,7520.4,Surface Irrigation,Groundnut,Compost,Bone Meal,3172.2
Madhya Pradesh,Chennai,Silt,Rice,2.92,19.8,240.7,60.7,2.1,Morning,7693.4,Drip Irrigation,Cotton,Vermicompost,Neem Cake,4901.3
Gujarat,Lucknow,Silt,Tea,0.72,22.1,162.9,55.6,13.5,Evening,1690.4,Sprinkler Irrigation,Soybean,MOP,Seaweed Extract,3205.8
Maharashtra,Pune,Silt,Barley,9.61,21.0,116.1,62.6,7.5,Morning,8950.2,Furrow Irrigation,Tea,Biofertilizer,Bone Meal,2947.9
Maharashtra,Bhopal,Clay,Sugarcane,1.73,21.2,63.6,61.6,9.4,Night,3128.3,Furrow Irrigation,Sugarcane,DAP,Cow Manure,6236.6
Tamil Nadu,Ahmedabad,Sandy,Rice,9.05,18.2,185.3,86.2,3.1,Morning,3713.4,Drip Irrigation,Rice,Biofertilizer,Seaweed Extract,5402.7
Madhya Pradesh,Chennai,Saline,Pulses,4.05,38.8,145.5,87.3,3.8,Evening,1044.4,Surface Irrigation,Soybean,Compost,Neem Cake,4450.0
Maharashtra,Chennai,Loamy,Maize,7.76,17.1,136.9,68.8,2.5,Morning,7302.8,Surface Irrigation,Cotton,Biofertilizer,Seaweed Extract,5062.7
Punjab,Chennai,Silt,Rice,2.35,32.6,99.4,40.5,2.5,Night,3865.1,Drip Irrigation,Rice,MOP,Neem Cake,7328.3
Karnataka,Jaipur,Saline,Sugarcane,8.61,18.0,82.1,84.0,7.2,Morning,5764.5,Sprinkler Irrigation,Pulses,DAP,Neem Cake,3480.7
Tamil Nadu,Ludhiana,Silt,Cotton,8.11,17.6,217.6,57.2,2.1,Morning,5976.3,Surface Irrigation,Pulses,DAP,Neem Cake,3282.1
Karnataka,Bhopal,Loamy,Tea,3.96,16.3,64.7,78.8,5.4,Morning,6030.4,Surface Irrigation,Soybean,MOP,Cow Manure,2494.4
Gujarat,Lucknow,Loamy,Sugarcane,7.33,18.2,122.3,89.8,9.5,Morning,1277.6,Surface Irrigation,Soybean,Urea,Green Manure,2219.0
Madhya Pradesh,Kolkata,Silt,Soybean,7.39,36.3,207.9,83.2,2.8,Morning,8363.9,Surface Irrigation,Maize,Vermicompost,Bone Meal,1087.9
Gujarat,Pune,Clay,Tea,1.36,17.5,295.0,67.1,8.6,Morning,3095.8,Drip Irrigation,Sugarcane,DAP,Bone Meal,2459.3
Punjab,Ludhiana,Silt,Groundnut,7.1,30.5,198.4,62.9,5.8,Night,9936.0,Furrow Irrigation,Wheat,MOP,Bone Meal,6163.7
Tamil Nadu,Bangalore,Sandy,Groundnut,1.95,18.3,81.1,87.4,4.1,Morning,2528.2,Sprinkler Irrigation,Soybean,Biofertilizer,Bone Meal,2083.5
Punjab,Bangalore,Loamy,Pulses,6.45,28.7,104.0,48.4,9.4,Night,3582.3,Surface Irrigation,Sugarcane,Biofertilizer,Bone Meal,2318.8
Rajasthan,Kolkata,Silt,Soybean,6.9,24.2,156.0,58.6,7.0,Morning,2161.8,Drip Irrigation,Tea,DAP,Green Manure,3228.7
Punjab,Ahmedabad,Sandy,Maize,8.7,18.7,205.5,81.2,4.4,Night,3520.2,Sprinkler Irrigation,Maize,Compost,Cow Manure,833.0
Rajasthan,Ludhiana,Clay,Barley,5.76,17.1,187.1,71.6,10.0,Night,1984.0,Drip Irrigation,Sugarcane,DAP,Neem Cake,1403.0
Gujarat,Bangalore,Silt,Maize,1.08,35.6,96.0,66.0,6.3,Morning,7407.0,Drip Irrigation,Maize,MOP,Neem Cake,7567.6
Uttar Pradesh,Chennai,Clay,Wheat,2.43,38.3,164.7,55.0,13.9,Morning,3980.5,Furrow Irrigation,Groundnut,Biofertilizer,Seaweed Extract,4718.9
Rajasthan,Pune,Clay,Barley,1.74,25.0,92.9,56.9,12.0,Morning,6152.6,Surface Irrigation,Groundnut,MOP,Green Manure,6730.9
Tamil Nadu,Ludhiana,Sandy,Rice,6.31,17.6,72.2,69.2,5.6,Night,3916.5,Furrow Irrigation,Wheat,Compost,Seaweed Extract,3881.7
Madhya Pradesh,Bangalore,Loamy,Wheat,5.07,23.9,131.7,66.4,2.7,Night,8917.8,Drip Irrigation,Barley,Biofertilizer,Bone Meal,2902.3
Karnataka,Jaipur,Loamy,Cotton,4.0,15.5,55.7,76.3,2.3,Evening,6147.7,Drip Irrigation,Cotton,DAP,Bone Meal,1464.1
West Bengal,Kolkata,Clay,Tea,7.3,21.5,204.7,53.3,8.0,Morning,8307.5,Furrow Irrigation,Maize,MOP,Cow Manure,1572.9
Rajasthan,Kolkata,Loamy,Soybean,0.9,18.4,272.3,85.0,13.0,Night,1009.4,Sprinkler Irrigation,Pulses,MOP,Seaweed Extract,3280.7
Gujarat,Jaipur,Peaty,Soybean,9.14,23.1,291.0,50.2,7.6,Night,8872.6,Drip Irrigation,Wheat,Compost,Bone Meal,1690.0
Tamil Nadu,Ahmedabad,Silt,Soybean,9.01,28.1,156.1,43.4,6.6,Night,3649.6,Drip Irrigation,Groundnut,DAP,Seaweed Extract,2316.2
Tamil Nadu,Bangalore,Peaty,Groundnut,5.27,23.6,185.3,50.6,6.3,Evening,4782.1,Sprinkler Irrigation,Pulses,MOP,Green Manure,4236.1
Haryana,Kolkata,Peaty,Soybean,6.52,33.1,249.4,44.9,7.7,Evening,7291.6,Furrow Irrigation,Rice,DAP,Green Manure,3971.4
Karnataka,Rohtak,Peaty,Tea,9.53,24.7,150.2,66.1,6.7,Evening,7618.2,Surface Irrigation,Maize,DAP,Green Manure,3957.0
Maharashtra,Rohtak,Sandy,Soybean,7.03,16.2,282.2,53.2,11.7,Morning,8021.7,Surface Irrigation,Barley,Biofertilizer,Green Manure,3723.3
Madhya Pradesh,Pune,Sandy,Groundnut,0.7,25.1,181.5,62.2,5.5,Morning,7863.7,Sprinkler Irrigation,Sugarcane,DAP,Seaweed Extract,5072.8
Gujarat,Bhopal,Clay,Cotton,2.49,18.0,277.7,65.6,2.8,Night,6380.8,Furrow Irrigation,Rice,MOP,Cow Manure,5715.7
Uttar Pradesh,Bangalore,Saline,Soybean,1.1,31.0,73.3,41.6,14.0,Night,6050.7,Sprinkler Irrigation,Pulses,Urea,Seaweed Extract,4181.9
Uttar Pradesh,Bangalore,Saline,Tea,1.89,32.3,296.6,70.6,2.8,Morning,6357.7,Furrow Irrigation,Soybean,Urea,Seaweed Extract,7597.8
Rajasthan,Kolkata,Clay,Sugarcane,3.67,24.7,78.1,47.7,13.1,Morning,2366.6,Sprinkler Irrigation,Sugarcane,Compost,Bone Meal,7589.6
Gujarat,Ahmedabad,Clay,Barley,2.81,38.9,171.6,48.3,9.1,Evening,2765.1,Sprinkler Irrigation,Maize,Biofertilizer,Seaweed Extract,5500.2
Maharashtra,Bangalore,Saline,Tea,9.3,18.3,155.7,41.4,9.6,Morning,9531.4,Furrow Irrigation,Cotton,Compost,Cow Manure,5845.1
Tamil Nadu,Kolkata,Saline,Barley,6.56,35.1,113.8,60.4,3.6,Morning,7937.8,Surface Irrigation,Groundnut,DAP,Seaweed Extract,6598.7
Punjab,Ahmedabad,Clay,Barley,2.19,23.0,148.2,65.7,5.9,Evening,1477.7,Surface Irrigation,Sugarcane,DAP,Bone Meal,6210.6
West Bengal,Pune,Loamy,Sugarcane,3.19,26.8,153.1,53.4,5.9,Evening,1060.7,Drip Irrigation,Wheat,Vermicompost,Green Manure,3361.9
Uttar Pradesh,Chennai,Peaty,Tea,6.43,29.1,69.4,74.3,2.8,Evening,7694.0,Surface Irrigation,Groundnut,Compost,Green Manure,1431.6
Madhya Pradesh,Jaipur,Silt,Tea,4.43,18.0,263.9,53.0,10.6,Evening,6976.4,Drip Irrigation,Rice,Urea,Bone Meal,1490.4
Karnataka,Ahmedabad,Saline,Tea,6.36,38.6,149.0,72.6,13.6,Night,6188.5,Furrow Irrigation,Sugarcane,Compost,Bone Meal,660.4
Gujarat,Kolkata,Sandy,Sugarcane,6.36,15.0,254.5,85.9,6.3,Evening,5686.1,Drip Irrigation,Maize,DAP,Cow Manure,4650.0
Haryana,Pune,Sandy,Pulses,3.52,30.5,124.1,57.7,2.5,Evening,1238.4,Surface Irrigation,Pulses,Urea,Cow Manure,7800.2
Punjab,Bhopal,Saline,Wheat,9.55,28.7,71.7,77.0,5.2,Evening,3216.0,Furrow Irrigation,Sugarcane,Vermicompost,Cow Manure,6704.0
Uttar Pradesh,Jaipur,Silt,Wheat,2.98,17.1,82.2,49.3,4.9,Night,1362.9,Drip Irrigation,Pulses,Vermicompost,Seaweed Extract,5340.8
Haryana,Chennai,Sandy,Pulses,7.59,27.3,213.8,83.0,8.9,Evening,5316.4,Surface Irrigation,Rice,MOP,Bone Meal,2703.2
Tamil Nadu,Lucknow,Saline,Tea,4.23,22.3,224.5,76.3,14.1,Morning,9982.0,Furrow Irrigation,Tea,Urea,Green Manure,2763.2
Uttar Pradesh,Bangalore,Peaty,Sugarcane,5.87,19.8,96.6,81.6,10.9,Evening,4091.7,Surface Irrigation,Wheat,Biofertilizer,Bone Meal,4550.7
Uttar Pradesh,Kolkata,Loamy,Wheat,4.57,24.6,125.4,68.7,14.6,Night,4676.7,Surface Irrigation,Cotton,Compost,Cow Manure,3965.4
Maharashtra,Jaipur,Saline,Cotton,7.64,22.9,248.6,41.1,10.1,Morning,3975.6,Furrow Irrigation,Tea,MOP,Bone Meal,2238.6
Haryana,Chennai,Clay,Groundnut,4.88,17.6,108.7,88.8,3.0,Morning,8476.5,Furrow Irrigation,Barley,Biofertilizer,Cow Manure,4554.0
West Bengal,Ludhiana,Silt,Groundnut,9.72,18.2,187.0,82.7,2.1,Night,5345.4,Surface Irrigation,Maize,Vermicompost,Cow Manure,5435.0
Maharashtra,Ahmedabad,Loamy,Sugarcane,3.11,39.0,76.3,76.9,13.2,Night,5912.7,Furrow Irrigation,Sugarcane,DAP,Neem Cake,6377.7
Rajasthan,Bangalore,Peaty,Maize,3.03,17.2,78.2,55.1,13.3,Morning,9192.3,Sprinkler Irrigation,Pulses,Biofertilizer,Green Manure,2226.1
Punjab,Lucknow,Loamy,Pulses,5.13,26.8,58.8,67.5,9.1,Morning,4672.7,Furrow Irrigation,Cotton,Vermicompost,Seaweed Extract,3210.5
Rajasthan,Lucknow,Clay,Sugarcane,3.95,33.6,80.6,52.4,4.9,Evening,7828.5,Furrow Irrigation,Sugarcane,Biofertilizer,Cow Manure,5467.5
Tamil Nadu,Pune,Peaty,Pulses,4.57,23.1,205.7,77.3,9.5,Night,3478.5,Drip Irrigation,Soybean,DAP,Seaweed Extract,7519.2
Rajasthan,Bangalore,Saline,Wheat,6.31,21.2,201.8,66.8,5.0,Night,7686.2,Furrow Irrigation,Pulses,MOP,Seaweed Extract,861.5
Rajasthan,Ahmedabad,Saline,Cotton,9.9,39.5,240.5,48.8,5.8,Evening,4458.6,Surface Irrigation,Sugarcane,Biofertilizer,Green Manure,6249.2
Karnataka,Ludhiana,Loamy,Soybean,0.77,22.8,285.4,89.1,4.8,Night,6437.6,Surface Irrigation,Pulses,DAP,Neem Cake,5989.4
Punjab,Bhopal,Loamy,Rice,5.52,37.2,155.4,55.4,11.6,Morning,2823.4,Drip Irrigation,Rice,MOP,Bone Meal,1563.6
Gujarat,Ahmedabad,Loamy,Tea,6.4,25.8,289.9,78.6,8.1,Night,2753.0,Surface Irrigation,Soybean,Compost,Neem Cake,2017.2
Punjab,Rohtak,Clay,Cotton,4.62,34.2,213.6,47.9,9.6,Morning,9854.6,Surface Irrigation,Rice,Vermicompost,Cow Manure,3799.8
Maharashtra,Lucknow,Sandy,Rice,5.09,30.1,239.0,83.8,11.2,Night,9207.2,Surface Irrigation,Sugarcane,Vermicompost,Bone Meal,801.8
Rajasthan,Ahmedabad,Saline,Cotton,9.48,19.8,157.0,77.4,10.9,Evening,8517.9,Sprinkler Irrigation,Pulses,MOP,Cow Manure,4174.9
Uttar Pradesh,Lucknow,Sandy,Groundnut,9.95,33.4,94.4,68.1,11.0,Night,1592.2,Sprinkler Irrigation,Maize,MOP,Green Manure,6703.8
Haryana,Bhopal,Silt,Groundnut,9.01,25.2,127.9,78.5,10.3,Night,8281.8,Drip Irrigation,Soybean,Compost,Bone Meal,5261.5
Uttar Pradesh,Chennai,Silt,Cotton,8.87,21.9,261.3,80.9,6.4,Evening,9297.5,Surface Irrigation,Tea,Vermicompost,Seaweed Extract,2048.2
Uttar Pradesh,Chennai,Silt,Groundnut,3.96,19.1,112.9,81.1,9.9,Morning,7543.2,Drip Irrigation,Barley,Urea,Seaweed Extract,1179.2
Maharashtra,Bhopal,Saline,Wheat,8.7,36.6,166.9,69.1,12.1,Evening,1765.4,Sprinkler Irrigation,Rice,Vermicompost,Neem Cake,703.3
West Bengal,Kolkata,Loamy,Rice,6.35,20.4,252.8,80.9,5.1,Night,7756.5,Furrow Irrigation,Maize,Vermicompost,Seaweed Extract,2461.2
Haryana,Lucknow,Peaty,Maize,9.74,25.2,228.8,65.7,7.4,Night,5760.7,Drip Irrigation,Pulses,Urea,Bone Meal,5430.9
Punjab,Bhopal,Saline,Groundnut,5.27,35.5,54.7,70.9,13.5,Morning,8391.8,Sprinkler Irrigation,Cotton,Vermicompost,Seaweed Extract,6776.3
Maharashtra,Chennai,Silt,Wheat,4.96,19.8,291.0,89.7,12.3,Morning,3911.0,Sprinkler Irrigation,Barley,MOP,Neem Cake,5258.5
Uttar Pradesh,Rohtak,Sandy,Cotton,8.9,20.3,274.3,66.1,9.2,Morning,4767.4,Drip Irrigation,Pulses,Compost,Green Manure,7688.1
Karnataka,Pune,Sandy,Sugarcane,6.32,34.3,203.1,57.9,8.9,Night,9372.0,Surface Irrigation,Soybean,Vermicompost,Cow Manure,5453.8
West Bengal,Chennai,Loamy,Barley,5.87,38.1,221.8,78.1,3.2,Evening,4859.8,Drip Irrigation,Cotton,DAP,Cow Manure,1224.1
West Bengal,Chennai,Clay,Rice,6.74,30.5,236.9,59.1,8.4,Night,4634.8,Drip Irrigation,Barley,DAP,Seaweed Extract,891.0
Punjab,Pune,Saline,Wheat,3.08,35.8,152.1,65.9,10.7,Morning,2653.6,Furrow Irrigation,Rice,Biofertilizer,Green Manure,7737.5
Uttar Pradesh,Kolkata,Sandy,Wheat,6.94,37.5,234.7,83.0,4.0,Evening,3385.3,Furrow Irrigation,Cotton,MOP,Green Manure,954.7
Tamil Nadu,Chennai,Clay,Tea,7.47,33.9,171.4,88.5,5.1,Morning,4298.3,Furrow Irrigation,Rice,MOP,Green Manure,6116.0
Karnataka,Jaipur,Saline,Rice,7.86,31.9,197.9,88.8,9.2,Morning,1930.9,Surface Irrigation,Tea,Vermicompost,Seaweed Extract,2215.0
Tamil Nadu,Bhopal,Sandy,Groundnut,8.13,32.0,133.6,68.2,7.3,Morning,5615.7,Sprinkler Irrigation,Maize,DAP,Bone Meal,5371.1
Rajasthan,Rohtak,Sandy,Soybean,5.37,32.1,231.7,57.8,2.8,Evening,4119.0,Furrow Irrigation,Barley,DAP,Seaweed Extract,1393.3
West Bengal,Jaipur,Clay,Wheat,3.48,19.0,291.4,62.2,9.3,Morning,4259.1,Surface Irrigation,Sugarcane,Urea,Green Manure,7639.7
Uttar Pradesh,Lucknow,Saline,Maize,3.71,27.8,204.1,41.2,2.2,Evening,4172.6,Sprinkler Irrigation,Rice,DAP,Neem Cake,2740.3
Maharashtra,Bhopal,Loamy,Groundnut,4.1,38.1,129.1,67.8,14.0,Night,1650.5,Sprinkler Irrigation,Sugarcane,DAP,Seaweed Extract,767.4
Gujarat,Ahmedabad,Silt,Maize,4.27,24.0,153.5,83.8,14.9,Night,8068.1,Furrow Irrigation,Rice,Urea,Seaweed Extract,5952.6
Gujarat,Bhopal,Silt,Groundnut,2.95,25.9,100.4,75.0,8.2,Night,6208.3,Surface Irrigation,Cotton,DAP,Cow Manure,4720.7
Haryana,Bhopal,Saline,Wheat,8.09,38.9,125.3,80.1,2.5,Evening,9411.2,Sprinkler Irrigation,Tea,Urea,Cow Manure,2260.8
Gujarat,Lucknow,Clay,Soybean,8.34,31.4,206.1,61.1,2.5,Night,8214.2,Furrow Irrigation,Maize,Biofertilizer,Neem Cake,4460.9
Madhya Pradesh,Kolkata,Saline,Groundnut,3.54,35.9,107.5,81.8,10.8,Evening,1446.1,Surface Irrigation,Barley,Vermicompost,Cow Manure,1923.0
Maharashtra,Lucknow,Silt,Soybean,3.52,35.8,163.4,78.6,12.7,Evening,7530.5,Sprinkler Irrigation,Pulses,Compost,Bone Meal,7482.3
Karnataka,Pune,Silt,Sugarcane,1.18,28.7,234.9,44.1,6.8,Morning,6250.9,Drip Irrigation,Tea,Vermicompost,Cow Manure,6510.6
Punjab,Lucknow,Saline,Cotton,5.91,38.8,247.6,64.5,12.2,Evening,8662.2,Drip Irrigation,Maize,Biofertilizer,Neem Cake,5232.7
Punjab,Chennai,Peaty,Wheat,6.12,21.9,207.3,84.0,14.0,Night,9394.7,Sprinkler Irrigation,Wheat,DAP,Cow Manure,1938.8
Karnataka,Bangalore,Loamy,Cotton,6.04,36.2,134.4,53.8,14.7,Evening,6202.8,Surface Irrigation,Wheat,Vermicompost,Seaweed Extract,5953.3
Rajasthan,Kolkata,Silt,Cotton,5.9,38.8,165.1,71.7,14.1,Night,8116.3,Drip Irrigation,Rice,DAP,Seaweed Extract,5108.9
Madhya Pradesh,Bhopal,Silt,Cotton,7.3,26.7,289.2,89.0,9.5,Night,5282.4,Sprinkler Irrigation,Maize,MOP,Neem Cake,5479.4
Tamil Nadu,Ludhiana,Silt,Wheat,7.48,19.7,287.1,50.9,7.8,Evening,8930.9,Surface Irrigation,Soybean,Urea,Cow Manure,6189.4
Punjab,Bhopal,Saline,Cotton,6.8,34.3,275.4,57.5,9.1,Night,1870.3,Surface Irrigation,Tea,Biofertilizer,Bone Meal,2424.5
Karnataka,Rohtak,Silt,Cotton,9.39,26.8,184.8,76.6,3.5,Night,8672.5,Furrow Irrigation,Soybean,MOP,Bone Meal,4363.9
Madhya Pradesh,Jaipur,Saline,Pulses,8.71,39.4,96.7,83.8,10.3,Morning,2424.7,Surface Irrigation,Cotton,Urea,Seaweed Extract,3223.3
Punjab,Bhopal,Saline,Maize,4.16,37.4,245.7,86.7,5.1,Evening,9947.5,Surface Irrigation,Tea,Compost,Seaweed Extract,2454.7
West Bengal,Pune,Clay,Sugarcane,6.79,38.7,52.2,71.7,9.4,Evening,9111.3,Surface Irrigation,Tea,Vermicompost,Green Manure,5903.5
Gujarat,Ludhiana,Silt,Barley,8.72,17.8,232.4,54.4,4.4,Night,7940.9,Surface Irrigation,Barley,MOP,Green Manure,2234.5
Punjab,Pune,Saline,Sugarcane,9.0,36.5,99.0,73.5,9.5,Morning,2986.2,Furrow Irrigation,Barley,Compost,Cow Manure,6641.5
Gujarat,Chennai,Saline,Pulses,5.14,38.7,151.7,67.2,10.2,Morning,4857.7,Surface Irrigation,Cotton,DAP,Green Manure,7323.6
Maharashtra,Ludhiana,Silt,Barley,1.84,20.8,86.2,60.4,13.5,Evening,1547.5,Surface Irrigation,Groundnut,Compost,Seaweed Extract,7751.8
Karnataka,Kolkata,Silt,Groundnut,5.56,16.0,115.9,71.2,10.5,Evening,2670.7,Surface Irrigation,Rice,Compost,Green Manure,3517.6
West Bengal,Lucknow,Sandy,Pulses,9.09,27.3,211.3,56.8,13.4,Night,7880.3,Drip Irrigation,Soybean,Biofertilizer,Green Manure,876.9
Uttar Pradesh,Lucknow,Silt,Soybean,6.46,29.3,57.8,85.2,6.0,Morning,9964.5,Furrow Irrigation,Rice,Compost,Seaweed Extract,7287.6
Haryana,Ahmedabad,Saline,Cotton,3.1,15.4,224.6,44.3,10.8,Night,4927.5,Drip Irrigation,Soybean,Urea,Green Manure,4886.9
Uttar Pradesh,Ahmedabad,Loamy,Pulses,3.68,19.9,73.4,42.9,5.7,Night,4583.6,Surface Irrigation,Pulses,Biofertilizer,Green Manure,1398.6
Punjab,Jaipur,Peaty,Pulses,6.17,24.7,60.9,81.0,4.8,Morning,4393.4,Furrow Irrigation,Barley,MOP,Cow Manure,917.4
Tamil Nadu,Lucknow,Peaty,Wheat,7.5,38.0,56.8,65.6,5.6,Morning,6478.6,Furrow Irrigation,Barley,Vermicompost,Cow Manure,880.1
Rajasthan,Bangalore,Sandy,Tea,5.62,26.7,114.4,89.5,10.4,Evening,4476.7,Surface Irrigation,Groundnut,Compost,Cow Manure,6964.0
Uttar Pradesh,Kolkata,Silt,Soybean,3.19,16.0,58.5,68.1,6.4,Evening,5974.1,Drip Irrigation,Rice,Vermicompost,Cow Manure,5143.0
Punjab,Pune,Sandy,Cotton,8.64,31.3,61.0,89.4,7.7,Evening,1650.1,Surface Irrigation,Soybean,Biofertilizer,Bone Meal,7721.7
Haryana,Chennai,Sandy,Rice,0.84,24.1,114.6,70.8,5.0,Night,6883.5,Sprinkler Irrigation,Maize,Biofertilizer,Seaweed Extract,972.2
Uttar Pradesh,Jaipur,Loamy,Soybean,2.94,22.2,155.9,84.2,7.1,Morning,9111.5,Surface Irrigation,Sugarcane,Vermicompost,Neem Cake,695.2
West Bengal,Rohtak,Sandy,Soybean,7.31,21.2,138.1,68.0,11.4,Night,4943.8,Furrow Irrigation,Pulses,Urea,Green Manure,4506.0
Rajasthan,Kolkata,Saline,Groundnut,1.72,16.2,122.4,49.5,5.0,Night,2262.0,Furrow Irrigation,Pulses,Compost,Bone Meal,5250.1
West Bengal,Ludhiana,Saline,Tea,1.57,30.3,177.5,86.4,2.1,Morning,8068.0,Surface Irrigation,Groundnut,Urea,Green Manure,4201.2
Madhya Pradesh,Chennai,Loamy,Tea,2.41,27.8,73.0,58.9,9.6,Evening,4240.6,Surface Irrigation,Rice,DAP,Bone Meal,1214.8
Haryana,Kolkata,Silt,Barley,6.96,19.2,220.4,59.2,9.5,Night,4470.1,Surface Irrigation,Sugarcane,MOP,Green Manure,5671.0
Haryana,Pune,Saline,Barley,4.7,29.4,180.8,73.5,12.8,Evening,9286.7,Surface Irrigation,Pulses,Compost,Neem Cake,1657.8
Madhya Pradesh,Kolkata,Silt,Maize,2.35,28.3,55.9,43.0,7.6,Night,3318.5,Furrow Irrigation,Tea,Urea,Seaweed Extract,4695.4
Maharashtra,Ludhiana,Peaty,Barley,6.1,31.9,222.3,41.3,7.7,Morning,9689.4,Furrow Irrigation,Pulses,Urea,Green Manure,6698.7
Maharashtra,Rohtak,Peaty,Sugarcane,9.76,16.8,276.6,46.6,11.7,Night,8476.4,Drip Irrigation,Wheat,Biofertilizer,Neem Cake,7502.3
West Bengal,Kolkata,Saline,Wheat,3.35,22.6,180.1,75.4,3.3,Night,8990.0,Surface Irrigation,Soybean,Compost,Green Manure,7032.4
Rajasthan,Bhopal,Clay,Maize,3.71,30.0,175.3,73.9,6.1,Evening,6352.2,Drip Irrigation,Maize,DAP,Bone Meal,5140.4
Karnataka,Ahmedabad,Clay,Soybean,1.73,36.1,265.3,80.0,11.0,Night,1455.9,Drip Irrigation,Maize,DAP,Cow Manure,2841.2
Punjab,Bangalore,Sandy,Cotton,9.48,36.3,136.6,59.8,3.1,Night,8528.2,Drip Irrigation,Tea,Vermicompost,Green Manure,7556.8
Haryana,Lucknow,Loamy,Maize,8.78,18.4,271.6,51.4,8.6,Evening,2859.7,Drip Irrigation,Wheat,Compost,Bone Meal,1959.5
Rajasthan,Ludhiana,Loamy,Rice,8.82,27.5,232.6,54.7,5.2,Night,1741.2,Drip Irrigation,Barley,DAP,Seaweed Extract,6908.0
West Bengal,Ahmedabad,Saline,Soybean,9.52,18.2,228.6,87.5,9.1,Evening,7032.6,Drip Irrigation,Groundnut,MOP,Neem Cake,7530.8
Haryana,Ludhiana,Saline,Maize,1.37,16.9,253.5,89.4,14.2,Night,1000.7,Sprinkler Irrigation,Rice,MOP,Neem Cake,6936.3
Gujarat,Chennai,Clay,Wheat,4.88,21.7,238.8,83.5,13.2,Night,6553.8,Drip Irrigation,Maize,Compost,Neem Cake,4978.0
Madhya Pradesh,Bhopal,Silt,Sugarcane,7.52,31.1,293.5,68.0,11.2,Evening,9408.1,Furrow Irrigation,Sugarcane,Compost,Green Manure,690.8
Maharashtra,Chennai,Peaty,Barley,7.0,30.5,174.8,68.3,10.2,Morning,4370.2,Sprinkler Irrigation,Tea,Compost,Seaweed Extract,3017.6
Rajasthan,Pune,Saline,Soybean,4.46,19.8,147.3,40.9,2.8,Morning,6026.7,Furrow Irrigation,Pulses,Urea,Bone Meal,6984.8
Gujarat,Bhopal,Saline,Tea,2.27,28.7,145.6,60.9,4.8,Night,6634.3,Surface Irrigation,Rice,MOP,Neem Cake,581.3
Rajasthan,Kolkata,Sandy,Barley,5.09,30.3,88.2,59.2,9.9,Night,1597.9,Furrow Irrigation,Wheat,Urea,Bone Meal,3742.1
Madhya Pradesh,Bangalore,Peaty,Tea,3.37,25.8,147.1,56.6,3.7,Evening,5993.6,Surface Irrigation,Maize,Urea,Bone Meal,4679.2
Tamil Nadu,Pune,Saline,Tea,6.12,23.8,112.9,84.9,2.7,Morning,6345.7,Sprinkler Irrigation,Wheat,Urea,Seaweed Extract,4546.6
Tamil Nadu,Jaipur,Loamy,Barley,6.1,24.6,71.7,52.8,9.5,Night,9760.9,Surface Irrigation,Barley,Compost,Neem Cake,1388.6
Karnataka,Bangalore,Loamy,Soybean,1.13,29.9,204.5,76.3,4.3,Night,4923.6,Surface Irrigation,Pulses,Biofertilizer,Cow Manure,1398.3
Gujarat,Chennai,Saline,Maize,2.74,30.7,199.1,71.7,9.0,Night,4601.8,Drip Irrigation,Wheat,MOP,Neem Cake,4836.0
Karnataka,Bangalore,Peaty,Maize,2.3,24.7,293.5,68.5,3.3,Evening,6669.0,Surface Irrigation,Sugarcane,DAP,Neem Cake,2196.1
Karnataka,Chennai,Sandy,Maize,0.75,22.0,95.4,59.7,14.2,Night,3328.3,Sprinkler Irrigation,Maize,Urea,Green Manure,6421.1
Tamil Nadu,Ahmedabad,Silt,Maize,1.99,26.8,74.6,78.6,8.5,Morning,8290.5,Furrow Irrigation,Cotton,Urea,Seaweed Extract,2873.8
Karnataka,Ahmedabad,Peaty,Pulses,3.77,17.4,111.8,55.6,2.7,Evening,9491.9,Furrow Irrigation,Barley,DAP,Neem Cake,3261.5
Punjab,Rohtak,Peaty,Pulses,8.73,25.0,137.1,60.0,2.2,Evening,7985.3,Drip Irrigation,Cotton,Vermicompost,Neem Cake,1179.6
